Title,Description,Coding,2nd Coding,3rd coding,polarity
"Let’s Talk About Biden, Trump and … Taylor Swift",Do any of them deserve to be Time’s person of the year?,,3,3,neutral
“We Would Really Like to Help You Out”: Tony Khan Reveals How AEW Is Aiding Taylor Swift With Her Show at Wembley Around All in Season,"Tony Khan spoke to the Daily Mail where he revealed his plans for next year’s All In Pay Per View show. Tony Khan, is doing many fans a service by adjusting his schedule for next year’s schedule despite incurring expenses. Tony Khan’s bold claim about helping out Taylor Swift Leading wrestling publication PWInsider.com took to…",,4,5,neutral
Denver Broncos vs Kansas City Chiefs: What Happens to Travis Kelce in Case Taylor Swift Fails to Make It to Empower Field?,"The Kansas City Chiefs are 4-0 as Swifties. But is it time for the Chiefdom to panic, as there is a high chance that Taylor Swift might not show up for the Broncos game? The Chiefs have played some of their best games when their TE Travis Kelce’s rumored beau was cheering for them from…The post Denver Broncos vs Kansas City Chiefs: What Happens to Travis Kelce in Case Taylor Swift Fails to Make It to Empower Field? appeared first on EssentiallySports.",,2,2,neutral
Travis Kelce’s Chiefs struggling vs Broncos has fans highlighting pop star’s importance - “They aren’t sh*t without Taylor Swift”,Travis Kelce’s Chiefs struggling vs Broncos has fans highlighting pop star’s importance - “They aren’t sh*t without Taylor Swift”,,2,2,neutral
"After Record-Setting $1 Billion Tour, 33YO Taylor Swift Surpasses Staggering Michael Jordan Mark 18 Years Faster","Who is the superstar of the economy? Well, we might have finally got an answer for it. The money-making market of the States stands high and the credit goes to multiple superstars from various industries. However, the competition between Taylor Swift and Michael Jordan is something to look out for lately. The Chicago Bulls icon…The post After Record-Setting $1 Billion Tour, 33YO Taylor Swift Surpasses Staggering Michael Jordan Mark 18 Years Faster appeared first on EssentiallySports.",,6,6,positive
LeBron James vs Taylor Swift 2023 Net Worth Comparison: Which Billionaire Is Richer?,"Taylor Swift and LeBron James, two prominent celebrities in entertainment and sports, have recently entered the elite billionaire’s club. While their routes to financial achievement differ, each has amassed enormous money and power. Both celebrities have a global reach with one touching hearts with their music and one raising heartbeats with their game. However, even…The post LeBron James vs Taylor Swift 2023 Net Worth Comparison: Which Billionaire Is Richer? appeared first on EssentiallySports.",,6,6,neutral
"Alex Rodriguez credits Taylor Swift for empowering youthful women: ""All the good things that we want our young daughters to have""","Alex Rodriguez credits Taylor Swift for empowering youthful women: ""All the good things that we want our young daughters to have""",,3,3,positive
Travis Kelce props for Dolphins vs. Chiefs: Should Taylor Swift's attendance in Germany matter to bettors?,Will Taylor Swift attend Dolphins vs. Chiefs in Germany in NFL Week 9? Should that matter when betting Travis Kelce props?,,2,2,neutral
Is Taylor Swift at the Chiefs vs. Dolphins game today? Updates on if star is watching Travis Kelce in Germany,Sunday's game in Germany between the Chefs and Dolphins may be one of the last times this season Taylor Swift can watch Travis Kelce.,,2,2,neutral
"Here’s how Taylor Swift, consumer spending and this puzzling labor market fit together","Consumers are reluctant to buy houses, but they're happy to spend thousands to see a pop icon.",,3,3,neutral
"“Always on Alert”: Dave Portnoy Unleashes Swifties’ Might, Responding to Outrage Over Travis Kelce’s Publicist’s Altered Taylor Swift Photo","Dave Portnoy, the founder of Barstool Sports, is known for his opinions. Portnoy defends them to the hilt and, likely, always will. Be it seeing the second coming of Tom Brady in Mac Jones or the possibility of the New England Patriots winning another Super Bowl, Portnoy makes himself heard. He did so once more…The post “Always on Alert”: Dave Portnoy Unleashes Swifties’ Might, Responding to Outrage Over Travis Kelce’s Publicist’s Altered Taylor Swift Photo appeared first on EssentiallySports.",,3,3,negative
"Amid Taylor Swift’s Absence From Chiefs’ Humiliation Against Broncos, Jimmy Butler Enjoys Grammy Winner’s 6-Year-Old Song","The star-crossed pair of Travis Kelce and Taylor Swift has been making rounds for days on end. Taylor Swift’s presence for as many games as she could attend has definitely sparked interest. That would be an understatement. People are way too curious. The most eligible bachelor in town (who had his own dating show) and…The post Amid Taylor Swift’s Absence From Chiefs’ Humiliation Against Broncos, Jimmy Butler Enjoys Grammy Winner’s 6-Year-Old Song appeared first on EssentiallySports.",,3,2,neutral
Travis Kelce plays into joke that Taylor Swift 'put me on the map',"Travis Kelce is getting in on the joke that Taylor Swift put him ""on the map."" The narrative even inspired a couple's Halloween costume, which Kelce ""enjoyed.""",,1,1,positive
Adorable Photos of Young Taylor Swift and Travis Kelce Fans Will Make Your Heart Melt This Halloween,"After the NFL, rumored couple Taylor Swift and Travis Kelce are now Halloween gossip-worthy pairs. And why wouldn’t they be? From being predicted as partners to adorably winning the internet on Halloween, the superstar duo and their fans are adding something new to their alleged romantic story. According to the sources, the rumored pair had decided…The post Adorable Photos of Young Taylor Swift and Travis Kelce Fans Will Make Your Heart Melt This Halloween appeared first on EssentiallySports.",,1,1,positive
"Taylor Swift Fandom Reaches New Heights as U.S. Olympics Swimmer, Who Recently Announced a Disappointing Update Reveals Her Jam-List","Taylor Swift has been bolstering her already evergreen musical magic for quite some time now. The popstar has fans in every nook and cranny and many come from the sporting realm as well. A US Olympian swimmer recently shared her own list of Taylor Swift songs she deeply cherishes. Kate Douglas is a 7x NCAA…The post Taylor Swift Fandom Reaches New Heights as U.S. Olympics Swimmer, Who Recently Announced a Disappointing Update Reveals Her Jam-List appeared first on EssentiallySports.",,3,3,positive
Travis Kelce's stats with and without Taylor Swift: How Chiefs star has lagged when girlfriend isn't in attendance,"Kelce has been much more productive when Swift has been in the stands, and it hasn't been particularly close.",,2,2,neutral
Taylor Swift fans go wild as she sings about 'falling in love again' while kicking off international tour,"Taylor Swift shocked fans Thursday by singing about ""falling in love again"" amid her romance with NFL star Travis Kelce. The pop star performed ""Labyrinth"" in Buenos Aires for the first time on her Eras Tour.",,5,5,positive
Will Taylor Swift Choose to Marry Travis Kelce in the Next Year? A Comprehensive Timeline of Their Relationship,"The Kansas City Chiefs star Travis Kelce’s dating rumors have been in the headlines this whole season. He was already on the news constantly due to his performance and now, his dating life has piqued fans’ interest in his life. Not to mention, his rumored girlfriend Taylor Swift’s love life is once again a hot…The post Will Taylor Swift Choose to Marry Travis Kelce in the Next Year? A Comprehensive Timeline of Their Relationship appeared first on EssentiallySports.",,1,1,neutral
Israel begs Taylor Swift for help find missing teen fan who is feared to be among hostages held by Hamas,The Israeli government has asked Taylor Swift for help locating a devoted Swiftie soldier who has been missing since Hamas launched its attack on the Jewish state a month ago.,,3,3,neutral
"2023 CMAs co-hosts Luke Bryan, Peyton Manning joke about Taylor Swift, Travis Kelce at award show","The 2023 CMA Award co-hosts, Luke Bryan and Peyton Manning, took a moment during the show to make a Taylor Swift, Travis Kelce joke. Manning also poked fun at the New York Jets.",,3,3,positive
"If You Think Peyton Manning Used a Taylor Swift Joke to Insult an NFL Team for the First Time, You Have Got It Wrong","Not all jokes are meant to crack people up. Those made at someone’s cost can create gorges. NFL legend Peyton Manning took a shot at one such nasty kid at the hottest pop couple’s expense, that rained heavily on a certain NFL franchise. So much so that the team had to clap back in its…The post If You Think Peyton Manning Used a Taylor Swift Joke to Insult an NFL Team for the First Time, You Have Got It Wrong appeared first on EssentiallySports.",,2,3,neutral
Dave Portnoy Champions ‘Mother’ Taylor Swift With Shade-Throwing Lyrics That Jab From Kardashian to Exes,"Dave Portnoy is not just a football fanatic, but it seems the music bug has bitten him too. He is ardent “Swiftie”, as the kids say it these days. He has been a member of that club for a while. Portnoy has the jackets to prove his allegiance, too. At the moment, he has sweaters…The post Dave Portnoy Champions ‘Mother’ Taylor Swift With Shade-Throwing Lyrics That Jab From Kardashian to Exes appeared first on EssentiallySports.",,3,3,positive
Taylor Swift is Apple Music’s Artist of the Year for 2023,Swift saw 65 songs reach Apple Music’s Global Daily Top 100 in the first 10 months of 2023Source,,6,6,positive
Travis Kelce and Taylor Swift Gets Support From Coach Andy Reid as He Addresses Their Relationship Growth After Eras Tour,"One of the centers of attention in the Kansas City Chiefs match is something not related to the on-field game. The tight end Travis Kelce and “Enchanted” singer Taylor Swift’s connection has been on the headlines this season. So much so that they have been more on the news than the team. Now, the Chiefs’…The post Travis Kelce and Taylor Swift Gets Support From Coach Andy Reid as He Addresses Their Relationship Growth After Eras Tour appeared first on EssentiallySports.",,1,1,positive
WATCH: Taylor Swift and Travis Kelce share a kiss after her Buenos Aires concert,Video shows the singer and Chiefs’ tight end embracing each other after her show.,,1,1,neutral
"After Apology Incident, Travis Kelce Reveals Taylor Swift’s Dad Can Play Football; Family Meeting Soon","A lot is going on in Travis Kelce‘s life at the moment. After attending Taylor Swift‘s Eras tour in Argentina, the football player made it to the US for practice before the Eagles game this week. He spent a great time in Buenos Aires, as the clips of him singing during the concert and sharing…The post After Apology Incident, Travis Kelce Reveals Taylor Swift’s Dad Can Play Football; Family Meeting Soon appeared first on EssentiallySports.",,1,1,neutral
Taylor Swift Confirms Eras Tour Participation amid 24 Hour Time Gap from Travis Kelce’s Home Game,"Taylor Swift and Travis Kelce have become the talk of the town, emerging as a dynamic power couple. Swift’s presence at Kansas City Chiefs games has coincided with the outstanding performances of the record-breaking tight end, Kelce. In return, Kelce recently expressed his support for Swift by attending her Eras tour performances in Argentina. The…The post Taylor Swift Confirms Eras Tour Participation amid 24 Hour Time Gap from Travis Kelce’s Home Game appeared first on EssentiallySports.",,5,5,positive
"With Taylor Swift Rooting for Travis Kelce, Will Papa Swift Side With His Daughter or Maintain the Eagles Loyalty?","If a hardcore Philadelphia Eagles fan is seen donning the Kansas City Chiefs jersey, it’s not surprising to witness the dismay of the NFC division fans. Recently, Taylor Swift‘s father was seen cheering for his daughter’s beau from the sidelines, wearing a Chiefs’ lanyard. While Tay Tay’s pop may have showered his blessing on the duo,…The post With Taylor Swift Rooting for Travis Kelce, Will Papa Swift Side With His Daughter or Maintain the Eagles Loyalty? appeared first on EssentiallySports.",,2,2,neutral
Could Travis Kelce Be the ‘Endgame’ for Taylor Swift? This Is What Relationship Experts Have to Say,"She is the queen of pop; he is the king of the gridiron. She writes songs about love; he plays a game of passion. She has a reputation for dating and breaking up with famous men. He has a record of catching and scoring with footballs. This is what happens when two different worlds collide,…The post Could Travis Kelce Be the ‘Endgame’ for Taylor Swift? This Is What Relationship Experts Have to Say appeared first on EssentiallySports.",,1,1,positive
Here’s the Ticket Price for the Chiefs vs Eagles Super Bowl Rematch Likely to Be Attended by Taylor Swift & Her Dad,"The Arrowhead Stadium is all set to host one of the most anticipated games of this season: the Super Bowl rematch between the Kansas City Chiefs and the Philadelphia Eagles. In Super Bowl LVII, the Chiefs defeated the Eagles with a score of 35-38. This game will be a chance for the Eagles to seek…The post Here’s the Ticket Price for the Chiefs vs Eagles Super Bowl Rematch Likely to Be Attended by Taylor Swift & Her Dad appeared first on EssentiallySports.",,2,2,neutral
"As Taylor Swift and Travis Kelce’s Relationship Grow From Strength to Strength, DT Chris Jones Reveals Reasoning Behind ‘Dinner Date’ Rejection","$600,000 or a dinner with Taylor Swift? While Chris Jones easily has the money, he missed a chance to have a dinner with the pop sensation. Not many people would want to miss that opportunity, but Jones “turned in,” as Rich Eisen dubbed it. The Chiefs are making the most noise in the AFC West,…The post As Taylor Swift and Travis Kelce’s Relationship Grow From Strength to Strength, DT Chris Jones Reveals Reasoning Behind ‘Dinner Date’ Rejection appeared first on EssentiallySports.",,1,1,neutral
"Without Taylor Swift at Arrowhead, Can Travis Kelce End Touchdown Drought Against Eagles?","There is no doubt that Travis Kelce is one of the finest TEs in all of the NFL. Some might even claim he is one of the best in the modern era. But his recent performances have been subpar. With the big game against the Philadelphia Eagles around the corner, will #87 step up? The…The post Without Taylor Swift at Arrowhead, Can Travis Kelce End Touchdown Drought Against Eagles? appeared first on EssentiallySports.",,2,2,neutral
Taylor Swift fans gather for cooler Rio show after fan’s death,Taylor Swift fans gather for cooler Rio show after fan’s death,,5,5,neutral
“She’ll Probably Hate Me for Saying This”: Chiefs’ Travis Kelce Reveals a Taylor Swift Locker Room Secret,"The world has been dying to get some inside details about the Travis Kelce and Taylor Swift saga. And now the Swifties will also get some inside information from a trusted source — it is none other than Kelce himself! For WSJ Magazine’s December/January edition, the Kansas City Chiefs star had a sit-down. And he…The post “She’ll Probably Hate Me for Saying This”: Chiefs’ Travis Kelce Reveals a Taylor Swift Locker Room Secret appeared first on EssentiallySports.",,1,1,neutral
Pierre Gasly Lauds Alex Albon’s Rookie Attempt Only Minutes after GF Lily Channels Taylor Swift to Mock Him,"It’s the 2023 Las Vegas GP weekend and the celebrations are afoot. For starters, Netflix took a “swing” at increasing its popularity and ventured into a new stream with the help of two of the most popular sports in the US, Golf and F1. Yes, we are talking about the Netflix Cup which featured a…The post Pierre Gasly Lauds Alex Albon’s Rookie Attempt Only Minutes after GF Lily Channels Taylor Swift to Mock Him appeared first on EssentiallySports.",,3,4,neutral
"Biden cracks age joke on 81st birthday, then confuses Taylor Swift, Beyonce","President Biden, who turned 81 today, made jokes about his age during the White House turkey pardon before mixing up Taylor Swift and Beyonce in a remark.",,4,3,neutral
Taylor Swift's boyfriend Travis Kelce finally reveals how they met: 'She'll probably hate me for saying this',"Taylor Swift's boyfriend Travis Kelce is sweetly spilling all the details about how he and the popstar first started dating, and he gave kudos to her inner circle.",,1,1,neutral
Taylor Swift’s Eras Tour Encounters Trouble in Brazil,"Taylor Swift’s Eras Tour broke records in North America, but has faced tragedy and mishaps during a three-day stretch of concerts in Rio de Janeiro.",,5,5,neutral
"Reports – Travis Kelce & Taylor Swift to Get Engaged by Christmas, Scott Swift Kickstarts Marriage Talks","It’s only been a few months since we started hearing rumors about Travis Kelce and Taylor Swift. However, they are not rumors anymore, especially after the world saw Kelce travel all the way down to South America to support his love. There, the couple was seen publicly displaying affection. Things have escalated quickly between the…The post Reports – Travis Kelce & Taylor Swift to Get Engaged by Christmas, Scott Swift Kickstarts Marriage Talks appeared first on EssentiallySports.",,1,1,positive
Who are Taylor Swift's parents? Meet Scott and Andrea Swift swept up in daughter's Travis Kelce romance,"Scott and Andrea Swift are two of Taylor's biggest fans and very visible presences in the superstar's life. Here's what to know about Taylor Swift's parents, including her dad's college football playing career.",,3,1,neutral
“Person of the Year” Taylor Swift Upscales American Economy and Challenges Super Bowl After Boosting Travis Kelce to New Heights,"Singing sensation, Taylor Swift, is all set to conquer the world. This year, she has been stirring waves not only with her music but also through her significant economic influence across the US. Her influence has been felt in every city she has visited, akin to the excitement and economic boost of major sports events.…The post “Person of the Year” Taylor Swift Upscales American Economy and Challenges Super Bowl After Boosting Travis Kelce to New Heights appeared first on EssentiallySports.",,3,6,positive
Travis Kelce Driving Solo As He Spends Thanksgiving Away From Taylor Swift,"Travis Kelce is planning to spend Christmas with Taylor Swift, but in the meantime he's gotta get through another holiday solo ... and that means some alone time on the road. The Kansas City Chiefs star tight end is spending his Thanksgiving by…",,1,1,neutral
Travis Kelce Spends Thanksgiving Day All Alone as Taylor Swift Remains Miles Separated in Brazil,"Taylor Swift and Travis Kelce faced the first burns of long-distance this week. Following the tragedy that consumed Taylor Swift’s ERAS tour in Brazil, she could not make it back in time for the Super Bowl Rematch. But it seems like that distance has seeped into their Thanksgiving plans as well. After a disappointing defeat…The post Travis Kelce Spends Thanksgiving Day All Alone as Taylor Swift Remains Miles Separated in Brazil appeared first on EssentiallySports.",,1,1,neutral
Taylor Swift Uses Her $40 Million Worth Private Jet to Land in Kansas City to Meet NFL Boyfriend Travis Kelce,"Time might not be in a hurry, but Taylor Swift sure is, especially when it comes to catching those Travis Kelce touchdowns! Fresh off the final stretch of her globe-trotting Eras World Tour in South America, Tay-Tay touched in Kansas City on Monday, November 27. This time around, she missed the Kansas City Chiefs conquering […]The post Taylor Swift Uses Her $40 Million Worth Private Jet to Land in Kansas City to Meet NFL Boyfriend Travis Kelce appeared first on EssentiallySports.",,1,1,neutral
"TMZ: Taylor Swift Won't Attend Travis Kelce, Chiefs' Game vs. Broncos in Week 8","Travis Kelce will be left to his own devices when the Kansas City Chiefs play the Denver Broncos on Sunday. Per TMZ Sports, Taylor Swift won't be attending…",,2,1,neutral
Taylor Swift to likely miss Travis Kelce’s Chiefs game this Sunday as ‘Eras Tour’ nears return: reports,"Taylor Swift has appeared at multiple Kansas City Chiefs games this season, where the music star has been seen cheering on All-Pro tight end Travis Kelce. The Chiefs are traveling to Denver this weekend for matchup against the Broncos, but Swift is not expected to make the trip, according to multiple reports. She has been on break from her ""The Eras Tour"" for the past few months, but she will kick off the next leg of the world tour on November 9 in Argentina. CLICK HERE FOR MORE SPORTS COVERAGE ON FOXNEWS.COMSwift will likely take some time for meetings and rehearsals as she prepares to go...",,2,1,neutral
Taylor Swift Breaks All-Time Spotify Record Amid “1989 (Taylor’s Version)” Release,"Taylor Swift’s incredible 2023 continues with a pair of new milestones. Fueled by the release of “1989 (Taylor’s Version)” and ongoing interest in her iconic discography, Swift on Friday broke the Spotify record for most single-day streams by an artist. The album itself, meanwhile, posted the largest single-day streaming count for an album in 2023. […]The post Taylor Swift Breaks All-Time Spotify Record Amid “1989 (Taylor’s Version)” Release appeared first on Headline Planet.",,6,6,positive
"Taylor Swift’s “1989 (Taylor’s Version)” Songs Form Entire Top 21 On US Spotify Streaming Chart, Top 17 On Global Chart","Dominant would be an understatement to explain how well Taylor Swift’s “1989 (Taylor’s Version)” fared on Spotify during its opening day. The 21 tracks from the album form the entire Top 21 on the US Spotify Streaming Chart for Friday, October 27. The album was nearly as commanding on the global chart, with songs claiming […]The post Taylor Swift’s “1989 (Taylor’s Version)” Songs Form Entire Top 21 On US Spotify Streaming Chart, Top 17 On Global Chart appeared first on Headline Planet.",,6,6,positive
Taylor Swift’s ‘Sweeter Than Fiction (Taylor’s Version)’ Is Getting The ‘Tangerine’ Treatment Thanks Her Target-Exclusive Vinyl Drop,"Getty Image The singer's latest re-record, '1989 (Taylor's Version),' is out now.",,5,5,positive
Taylor Swift’s “Is It Over Now?” Earns Most Added Honor At Pop Radio,"“Is It Over Now? (Taylor’s Version),” a vault track on Taylor Swift’s newly released “1989 (Taylor’s Version),” has been commanding ample attention across multiple music platforms. One such platform is pop radio, where the single officially earns this week’s most added honor. “Is It Over Now?” won support from a whopping 83 Mediabase-monitored stations, yielding […]The post Taylor Swift’s “Is It Over Now?” Earns Most Added Honor At Pop Radio appeared first on Headline Planet.",,5,5,positive
Broncos Blast Taylor Swift After Beating Chiefs In Elite Victory Lap,"Travis Kelce and the Kansas City Chiefs’ offense was not at its best against the Denver Broncos on Sunday afternoon. And the Broncos did everything they could to make sure Kelce and his teammates wouldn’t be able to shake it off easily. Denver blasted the music of Kelce’s girlfriend, Taylor Swift, over the loud speaker […]",,2,2,neutral
Bradley Cooper and ex-fiancé Irina Shayk dress up like Rocket Raccoon as their daughter Lea opts for Taylor Swift costume while trick-or-treating in NYC,The 48-year-old Oscar nominee blatantly broke SAG/AFTRA strike rules urging all members to not dress up as any licensed TV/movie characters,,3,3,positive
Taylor Swift Is Once Again No. 1 On The ‘Billboard’ Hot 100 And ‘1989 (Taylor’s Version)’ Hasn’t Even Hit The Charts Yet,"Getty Image Taylor Swift, Doja Cat, SZA, and others top this week's 'Billboard' Hot 100 chart.",,6,6,neutral
Taylor Swift coming to Vancouver’s BC Place in 2024,"According to Ticketmaster, the next sale on tickets will be on Thursday, Nov. 9 at 11 a.m.",,5,5,neutral
Mitt Romney and his wife dress up as Travis Kelce and Taylor Swift for Halloween,It comes after sales of the NFL player's jersey surged by 400 per centThe post Mitt Romney and his wife dress up as Travis Kelce and Taylor Swift for Halloween appeared first on NME.,,3,3,neutral
Liner Notes: Taylor Swift reminds us she’ll ‘never go out of style’ with ‘1989 (Taylor’s Version)’,"If 2023 belongs to anyone, it is undoubtedly Taylor Swift. From her monumental Eras Tour to the re-release of her third studio album, “Speak Now,” and especially considering her recent Sunday Night Football appearances, Swift’s influence has broken through all facets of pop culture this year. Now, she’s reclaimed her ownership of another year: 1989....The post Liner Notes: Taylor Swift reminds us she’ll ‘never go out of style’ with ‘1989 (Taylor’s Version)’ appeared first on The Daily Northwestern.",,5,5,positive
Taylor Swift & Brittany Mahomes: Inside Their Friendship Amid the Singer’s Romance With Travis Kelce,"Neither of them is a cheer captain, but both have been on the bleachers rooting for their favorite Kansas City Chiefs players. ",,4,4,neutral
Will Taylor Swift’s ‘1989 (Taylor’s Version)’ Go No. 1?,Getty Image It is suspected that the re-recorded album might just outperform the original.,,6,6,positive
Taylor Swift Wore an Iconic Fall NYC Outfit & You Can Shop a Similar Blazer,Taylor Swift's NYC fall outfit has given us plenty of fashion inspiration.,,3,3,positive
Taylor Swift Adds Three New Canadian Dates to 2024 Eras Tour,"Taylor Swift will be embarking on another leg of her Eras Tour this month, and she’s preemptively added three new Canadian dates to the tour in December 2024. The “Cruel Summer” singer added Friday, December 6, Saturday, December 7, and Sunday, December 8 in Vancouver. Tickets are sold through Ticketmaster starting on November 8. The […]The post Taylor Swift Adds Three New Canadian Dates to 2024 Eras Tour appeared first on American Songwriter.",,5,5,neutral
Is Taylor Swift Attending Travis Kelce’s Next Kansas City Chiefs Game?,"The football player and his team are set to play against the Denver Broncos at Empower Field at Mile High in Denver, CO on Sunday.",,2,2,neutral
"Babies dressed as Taylor Swift, Travis Kelce for hospital’s Halloween fun","INDIANAPOLIS (WISH) — Employees of the neonatal intensive care unit at Peyton Manning Children’s Hospital at Ascension St. Vincent showed off Halloween costumes of quadruplets on Monday. That, of course, included Taylor Swift eras and Travis Kelce, a tiny Harry Potter, and a Waldo. A social media post shared the photos of Harper, Bristol, Avery […]",,3,3,neutral
Labels are trying to stop acts from re-recording their albums like Taylor Swift,Some artists are being told to wait up to 30 years before they can re-record their releasesThe post Labels are trying to stop acts from re-recording their albums like Taylor Swift appeared first on NME.,,3,3,neutral
Travis Kelce Answers Love Question from Reporter Amid Taylor Swift Romance,"Travis Kelce was asked point-blank if he’s in love amid his romance with Taylor Swift! The Kansas City Chief tight end was at a press conference in Frankfurt, Germany, when a reporter started by asking about his relationship status. He replied, “The latest status is that I got to see her last week.” As a follow-up, the journalist pried further, asking, “Are you in love?” Kelce smiled as he answered, “I’m going to keep my personal relationship personal.” Watch the video below just after the 35-minute mark to the see the exchange. Around the 38-minute mark, Travis was also asked...",,1,1,neutral
How To Buy Taylor Swift’s ‘1989’ Cardigan,Getty Image Swift couldn't be a cardigan swept under someone's bed if she tried.,,5,5,positive
Gannett’s Taylor Swift reporter compares role to sports journalist rooting for hometown team,"It appears that Gannett — the biggest newspaper chain in the United States — could not find an unbiased Taylor Swift reporter for The Tennessean and USA Today. Truth be told, it was always going to be difficult to find someone who doesn’t refer to themselves as a “Swiftie” to cover the pop sensation like Read more...The post Gannett’s Taylor Swift reporter compares role to sports journalist rooting for hometown team appeared first on Awful Announcing.",,3,3,positive
How Travis Kelce Reacted When He Was Asked if He Is ‘in Love’ With Taylor Swift,The Kansas City Chiefs tight end had the perfect response when a reporter asked him about the ‘status’ of his love life. ,,1,1,neutral
"Grammy Nominations: Taylor Swift, Boygenius and ‘Barbie’ Dominate","Swift, Miley Cyrus and Boygenius are among the nominees for Album of the YearThe post Grammy Nominations: Taylor Swift, Boygenius and ‘Barbie’ Dominate appeared first on TheWrap.",,6,6,positive
5 Essential Taylor Swift Songs for Navigating Life’s Ups and Downs,"As Swifties and casual fans alike well-know, there’s a Taylor Swift song for everything. The global megastar has spent the better part of two decades writing the soundtrack to our lives, documenting the magical moments of adolescence, helping listeners navigate the happy, free, confused, and lonely labyrinth of young adulthood, and finding the exact right […]The post 5 Essential Taylor Swift Songs for Navigating Life’s Ups and Downs appeared first on American Songwriter.",,5,5,positive
Kelly Clarkson Says Taylor Swift sends her gift after every new ‘re-release’,Kelly Clarkson revealed that Taylor Swift sends her a gift after the re-release of her albumsThe post Kelly Clarkson Says Taylor Swift sends her gift after every new ‘re-release’ appeared first on NME.,,4,4,neutral
Taylor Swift’s “Cruel Summer” Secures 9th Week As Hot Adult Contemporary Radio’s #1 Song,"Taylor Swift’s 2019 song “Cruel Summer” continues to reign as one of 2023’s biggest hits. The song enjoys a ninth total week at #1 on the Mediabase hot adult contemporary chart, courtesy of the ~5,510 spins it received during the October 29-November 4 tracking period. The count falls 52 plays shy of last week’s mark […]The post Taylor Swift’s “Cruel Summer” Secures 9th Week As Hot Adult Contemporary Radio’s #1 Song appeared first on Headline Planet.",,6,6,positive
Taylor Swift stylishly reclaims beloved era in ‘1989 (Taylor’s Version)’,"Taylor Swift has had a whirlwind year, with the debut of her smash-hit Eras Tour, the release of “Speak Now (Taylor’s Version),” the premiere ...The post Taylor Swift stylishly reclaims beloved era in ‘1989 (Taylor’s Version)’ appeared first on The Badger Herald.",,5,5,positive
Can Jung Kook Beat Taylor Swift To No. 1 On Next Week’s Billboard Charts?,"Taylor Swift's '1989 (Taylor's Version)' is all but guaranteed to hold at No. 1 for a second week, but predictions for Jung Kook's 'Golden' have been growing.",,6,6,neutral
2024 Grammy Awards nominations: Taylor Swift leads list of music contenders,"To no one's surprise, Taylor Swift has racked up 6 Grammy nominations this year, including Record of the Year and Album of the Year.",,6,6,positive
Taylor Swift Goes Barbiecore in Pink Versace ‘Lovers’ Outfit for Eras Tour in Buenos Aires,"After a hiatus, Swift resumed the Eras Tour — in Versace.",,5,5,neutral
Taylor Swift keeps sending flowers to Kelly Clarkson. A 2019 tweet might be why,Taylor Swift sent Kelly Clarkson flowers for the '1989 (Taylor's Version)' release. Here's why Tay has been giving the 'Stronger' singer gifts with every album rerelease.,,4,4,neutral
Travis Kelce expected to meet Taylor Swift in Argentina for her Eras Tour,The meetup was set to come as Kelce enjoys a bye-week ahead of the Chiefs’ Monday night Super Bowl rematch against the Philadelphia Eagles on Nov. 20.,,1,1,neutral
Kelly Clarkson Reveals Taylor Swift Sends Her Flowers After She Releases Every Re-Recording,The ‘Since U Been Gone’ artist said in an interview that Taylor gifts her flowers ‘every time’ she re-releases one of her albums. ,,4,4,neutral
Taylor Swift Breaks The Record For The Most Song Of The Year Grammy Nominations,"""Anti-Hero"" gives Taylor Swift her seventh Song of the Year Grammy nomination, which breaks her tie with Paul McCartney and Lionel Richie for the most ever.",,6,6,positive
Every Nomination For Taylor Swift At The 2024 Grammys (Including One That Could Break A Record),Getty Image Taylor Swift unsurprisingly received multiple nominations for the 2024 Grammys.,,6,6,positive
Jack Antonoff reveals which song on ‘Lover’ is his and Taylor Swift’s “favourite”,The Bleachers frontman and the popstar have enjoyed a decade-long collaborative relationship togetherThe post Jack Antonoff reveals which song on ‘Lover’ is his and Taylor Swift’s “favourite” appeared first on NME.,,5,5,neutral
Is Travis Kelce Going To Taylor Swift’s ‘The Eras Tour’?,"Getty Image Swift is in her 'Supportive Football Girlfriend' (or WAGs) era, but Kelce still needs to prove himself as a Supportive Pop Star Boyfriend.",,1,1,positive
Taylor Swift’s ‘I Wish You Would’ gives ‘1989’ the treatment it deserves,"Taylor Swift has released her highly anticipated re-recording of ""1989,"" but did it do the original album justice?The post Taylor Swift’s ‘I Wish You Would’ gives ‘1989’ the treatment it deserves appeared first on Daily Forty-Niner.",,5,5,positive
Report: Travis Kelce to Visit Taylor Swift in Argentina amid Chiefs' Bye Week,"Travis Kelce is reportedly traveling to Argentina during the Kansas City Chiefs' bye week, and for good reason. Kelce will be traveling to the South American…",,1,1,neutral
"Taylor Swift Has Dinner with Selena Gomez, Gigi Hadid and Brittany Mahomes","Taylor Swift lives in the moment, even hanging with friends who right at this very moment are in the news. Taylor hit the town -- New York City, that is -- Saturday night with Selena Gomez, Sophie Turner, Gigi Hadid, Cara Delevigne and, yes ...…",,4,4,neutral
